sentence,sentence #,word,POS,tag
sentence6,,vacant,JJ,O
sentence6,,possession,NN,O
sentence6,,of,IN,O
sentence6,,the,DT,O
sentence6,,premises,NNS,O
sentence6,,without,IN,O
sentence6,,raising,VBG,O
sentence6,,any,DT,O
sentence6,,objection,NN,O
sentence7,sentence7,This,DT,O
sentence7,,rental,JJ,O
sentence7,,agreement,NN,O
sentence7,,can,MD,O
sentence7,,be,VB,O
sentence7,,terminated,VBN,O
sentence7,,at,IN,O
sentence7,,any,DT,O
sentence7,,time,NN,O
sentence7,,by,IN,O
sentence7,,three,CD,B-notice
sentence7,,months,NNS,I-notice
sentence7,,notice,RB,O
sentence7,,on,IN,O
sentence7,,either,CC,O
sentence7,,side,NN,O
sentence7,,and,CC,O
sentence7,,on,IN,O
sentence7,,such,JJ,O
sentence7,,termination,NN,O
sentence7,,the,DT,O
sentence7,,tenant,NN,O
sentence7,,shall,MD,O
sentence7,,surrender,VB,O
sentence7,,the,DT,O
sentence7,,vacant,JJ,O
sentence7,,possession,NN,O
sentence7,,of,IN,O
sentence7,,the,DT,O
sentence7,,premises,NNS,O
sentence7,,to,TO,O
sentence7,,the,DT,O
sentence7,,Landlord,NNP,O
sentence8,sentence8,If,IN,O
sentence8,,for,IN,O
sentence8,,by,IN,O
sentence8,,any,DT,O
sentence8,,reason,NN,O
sentence8,,the,DT,O
sentence8,,tenant,NN,O
sentence8,,occupies,VBZ,O
sentence8,,the,DT,O
sentence8,,building,NN,O
sentence8,,for,IN,O
sentence8,,a,DT,O
sentence8,,period,NN,O
sentence8,,that,WDT,O
sentence8,,includes,VBZ,O
sentence8,,part,NN,O
sentence8,,of,IN,O
sentence8,,a,DT,O
sentence8,,month,NN,O
sentence8,,it,PRP,O
sentence8,,is,VBZ,O
sentence8,,agreed,VBN,O
sentence8,,that,IN,O
sentence8,,the,DT,O
sentence8,,rent,NN,O
sentence8,,will,MD,O
sentence8,,be,VB,O
sentence8,,charged,VBN,O
sentence8,,on,IN,O
sentence8,,a,DT,O
sentence8,,pro,JJ,O
sentence8,,rated,VBN,O
sentence8,,basis,NN,O
sentence8,,for,IN,O
sentence8,,that,DT,O
sentence8,,month,NN,O
sentence9,sentence9,The,DT,O
sentence9,,landlord,NN,O
sentence9,,shall,MD,O
sentence9,,pay,VB,O
sentence9,,all,DT,O
sentence9,,existing,VBG,O
sentence9,,and,CC,O
sentence9,,future,JJ,O
sentence9,,taxes,NNS,O
sentence9,,rates,NNS,O
sentence9,,and,CC,O
sentence9,,assessments,NNS,O
sentence9,,in,IN,O
sentence9,,respect,NN,O
sentence9,,of,IN,O
sentence9,,the,DT,O
sentence9,,lease,NN,O
sentence9,,hold,NN,O
sentence9,,including,VBG,O
sentence9,,the,DT,O
sentence9,,municipal,JJ,O
sentence9,,or,CC,O
sentence9,,other,JJ,O
sentence9,,tax,NN,O
sentence9,,assessed,VBN,O
sentence9,,by,IN,O
sentence9,,a,DT,O
sentence9,,local,JJ,O
sentence9,,authority,NN,O
sentence9,,on,IN,O
sentence9,,the,DT,O
sentence9,,value,NN,O
sentence9,,of,IN,O
sentence9,,the,DT,O
sentence9,,building,NN,O
sentence9,,or,CC,O
sentence9,,annual,JJ,O
sentence9,,letting,VBG,O
sentence9,,value,NN,O
sentence9,,of,IN,O
sentence9,,the,DT,O
sentence9,,building,NN,O
sentence9,,and,CC,O
sentence9,,all,DT,O
sentence9,,other,JJ,O
sentence9,,rates,NNS,O
sentence9,,taxes,NNS,O
sentence9,,and,CC,O
sentence9,,assessments,NNS,O
sentence9,,levied,VBN,O
sentence9,,by,IN,O
sentence9,,any,DT,O
sentence9,,authority,NN,O
sentence9,,whatsoever,IN,O
sentence10,sentence10,The,DT,O
sentence10,,tenant,NN,O
sentence10,,shall,MD,O
sentence10,,pay,VB,O
sentence10,,the,DT,O
sentence10,,electricity,NN,O
sentence10,,and,CC,O
sentence10,,water,NN,O
sentence10,,supply,NN,O
sentence10,,charges,NNS,O
sentence10,,for,IN,O
sentence10,,the,DT,O
sentence10,,period,NN,O
sentence10,,of,IN,O
sentence10,,time,NN,O
sentence10,,he,PRP,O
sentence10,,occupies,VBZ,O
sentence10,,the,DT,O
sentence10,,premises,NNS,O
sentence11,sentence11,The,DT,O
sentence11,,tenant,NN,O
sentence11,,agrees,VBZ,O
sentence11,,to,TO,O
sentence11,,leave,VB,O
sentence11,,at,IN,O
sentence11,,the,DT,O
sentence11,,end,NN,O
sentence11,,of,IN,O
sentence11,,tenancy,NN,O
sentence11,,the,DT,O
sentence11,,premises,NNS,O
sentence11,,in,IN,O
sentence11,,good,JJ,O
sentence11,,condition,NN,O
sentence11,,as,IN,O
sentence11,,they,PRP,O
sentence11,,are,VBP,O
sentence11,,now,RB,O
sentence11,,subject,JJ,O
sentence11,,to,TO,O
sentence11,,reasonable,JJ,O
sentence11,,wear,NN,O
sentence11,,and,CC,O
sentence11,,tear,VB,O
sentence12,sentence12,The,DT,O
sentence12,,tenant,NN,O
sentence12,,also,RB,O
sentence12,,agreed,VBD,O
sentence12,,not,RB,O
sentence12,,to,TO,O
sentence12,,let,VB,O
sentence12,,out,RP,O
sentence12,,the,DT,O
sentence12,,building,NN,O
sentence12,,or,CC,O
sentence12,,a,DT,O
sentence12,,portion,NN,O
sentence12,,of,IN,O
sentence12,,it,PRP,O
sentence12,,to,TO,O
sentence12,,anybody,NN,O
sentence12,,else,RB,O
sentence13,sentence13,The,DT,O
sentence13,,tenant,NN,O
sentence13,,shall,MD,O
sentence13,,not,RB,O
sentence13,,commit,VB,O
sentence13,,any,DT,O
sentence13,,act,NN,O
sentence13,,of,IN,O
sentence13,,waste,NN,O
sentence13,,in,IN,O
sentence13,,the,DT,O
sentence13,,premises,NNS,O
sentence14,sentence14,11,CD,O
sentence14,,The,DT,O
sentence14,,tenant,NN,O
sentence14,,also,RB,O
sentence14,,agrees,VBZ,O
sentence14,,to,TO,O
sentence14,,make,VB,O
sentence14,,any,DT,O
sentence14,,maintenance,NN,O
sentence14,,on,IN,O
sentence14,,the,DT,O
sentence14,,building,NN,O
sentence14,,as,IN,O
sentence14,,mutually,RB,O
sentence14,,agreed,VBN,O
sentence14,,upon,IN,O
sentence14,,by,IN,O
sentence14,,the,DT,O
sentence14,,tenant,NN,O
sentence14,,and,CC,O
sentence14,,the,DT,O
sentence14,,landlord,NN,O
sentence14,,and,CC,O
sentence14,,the,DT,O
sentence14,,said,VBD,O
sentence14,,expenses,NNS,O
sentence14,,shall,MD,O
sentence14,,be,VB,O
sentence14,,adjusted,VBN,O
sentence14,,against,IN,O
sentence14,,the,DT,O
sentence14,,rent,NN,O
sentence14,,amount,NN,O
sentence14,,due,JJ,O
sentence14,,to,TO,O
sentence14,,the,DT,O
sentence14,,landlord,NN,O
sentence15,sentence15,12,CD,O
sentence15,,The,DT,O
sentence15,,landlord,NN,O
sentence15,,shall,MD,O
sentence15,,retain,VB,O
sentence15,,the,DT,O
sentence15,,original,NN,O
sentence15,,of,IN,O
sentence15,,this,DT,O
sentence15,,agreement,NN,O
sentence15,,and,CC,O
sentence15,,the,DT,O
sentence15,,tenant,NN,O
sentence15,,shall,MD,O
sentence15,,retain,VB,O
sentence15,,its,PRP$,O
sentence15,,duplicate,NN,O
sentence16,sentence16,WITNESS,NNP,O
sentence16,,WHERE,NNP,O
sentence16,,OF,NNP,O
sentence16,,Namashivayam,NNP,O
sentence16,,the,DT,O
sentence16,,landlord,NN,O
sentence16,,and,CC,O
sentence16,,Mrs,NNP,O
sentence16,,Thenmalar,NNP,O
sentence16,,the,DT,O
sentence16,,tenant,NN,O
sentence16,,have,VBP,O
sentence16,,affixed,VBN,O
sentence16,,their,PRP$,O
sentence16,,signatures,NNS,O
sentence16,,on,IN,O
sentence16,,Jan,NNP,O
sentence16,,10,CD,O
sentence16,,2011,CD,O
sentence17,sentence17,Land,NNP,O
sentence17,,Lord,NNP,O
sentence18,sentence18,Tenant,NNP,O
sentence19,sentence19,Witness,NNP,O
sentence20,sentence20,ROOM,NNP,O
sentence20,,RENTAL,NNP,O
sentence20,,AGREEMENT,NNP,O
sentence21,sentence21,This,DT,O
sentence21,,is,VBZ,O
sentence21,,a,DT,O
sentence21,,legally,RB,O
sentence21,,binding,JJ,O
sentence21,,agreement,NN,O
sentence21,,It,PRP,O
sentence21,,is,VBZ,O
sentence21,,intended,VBN,O
sentence21,,to,TO,O
sentence21,,promote,VB,O
sentence21,,household,NN,O
sentence21,,harmony,NN,O
sentence21,,by,IN,O
sentence21,,clarifying,VBG,O
sentence21,,die,JJ,O
sentence21,,expectations,NNS,O
sentence21,,and,CC,O
sentence21,,responsibilities,NNS,O
sentence21,,of,IN,O
sentence21,,the,DT,O
sentence21,,homeowner,NN,O
sentence21,,or,CC,O
sentence21,,Principal,NNP,O
sentence21,,Tenant,NNP,O
sentence21,,Landlords,NNP,O
sentence21,,and,CC,O
sentence21,,Tenant,NNP,O
sentence21,,when,WRB,O
sentence21,,they,PRP,O
sentence21,,share,NN,O
sentence21,,the,DT,O
sentence21,,same,JJ,O
sentence21,,home,NN,O
sentence21,,The,DT,O
sentence21,,term,NN,O
sentence21,,xe2,NNP,O
sentence21,,x80,NNP,O
sentence21,,x9cLandlord,NNP,O
sentence21,,xe2,NNP,O
sentence21,,x80,NNP,O
sentence21,,x9d,NNP,O
sentence21,,refers,NNS,O
sentence21,,to,TO,O
sentence21,,either,DT,O
sentence21,,homeowner,NN,O
sentence21,,or,CC,O
sentence21,,Principal,NNP,O
sentence21,,Tenant,NNP,O
sentence22,sentence22,Landlord,NNP,O
sentence22,,shall,MD,O
sentence22,,provide,VB,O
sentence22,,a,DT,O
sentence22,,copy,NN,O
sentence22,,of,IN,O
sentence22,,this,DT,O
sentence22,,executed,VBN,O
sentence22,,signed,VBD,O
sentence22,,document,NN,O
sentence22,,to,TO,O
sentence22,,the,DT,O
sentence22,,Tenant,NNP,O
sentence22,,as,IN,O
sentence22,,required,VBN,O
sentence22,,by,IN,O
sentence22,,law,NN,O
sentence23,sentence23,Terms,NNS,O
sentence24,sentence24,Length,NNP,O
sentence24,,of,IN,O
sentence24,,Agreement,NNP,O
sentence24,,Month,NNP,O
sentence24,,to,TO,O
sentence24,,Month,NNP,O
sentence25,sentence25,Either,NNP,O
sentence25,,party,NN,O
sentence25,,may,MD,O
sentence25,,cancel,VB,O
sentence25,,or,CC,O
sentence25,,change,VB,O
sentence25,,terms,NNS,O
sentence25,,of,IN,O
sentence25,,this,DT,O
sentence25,,agreement,NN,O
sentence25,,upon,IN,O
sentence25,,thirty,JJ,O
sentence25,,30,CD,B-notice
sentence25,,days,NNS,I-notice
sentence25,,WRITTEN,NNP,O
sentence25,,notice,VBP,O
sentence25,,The,DT,O
sentence25,,notice,JJ,O
sentence25,,period,NN,O
sentence25,,may,MD,O
sentence25,,be,VB,O
sentence25,,lengthened,VBN,O
sentence25,,or,CC,O
sentence25,,shortened,VBN,O
sentence25,,by,IN,O
sentence25,,WRITTEN,NNP,O
sentence25,,agreement,NN,O
sentence25,,but,CC,O
sentence25,,no,DT,O
sentence25,,less,JJR,O
sentence25,,than,IN,O
sentence25,,7,CD,O
sentence25,,days,NNS,O
sentence26,sentence26,Rent,NNP,O
sentence27,sentence27,y,NN,O
sentence27,,k0_0,NN,O
sentence27,,t_,NN,O
sentence27,,is,VBZ,O
sentence27,,payable,JJ,O
sentence27,,monthly,RB,O
sentence27,,on,IN,O
sentence27,,the,DT,O
sentence27,,tLh,NN,O
sentence27,,tday,NN,O
sentence27,,of,IN,O
sentence27,,the,DT,O
sentence27,,month,NN,O
sentence27,,to,TO,O
sentence28,sentence28,Rent,NNP,O
sentence28,,jS,NN,O
sentence28,,does,VBZ,O
sentence28,,CJdoes,NNP,O
sentence28,,not,RB,O
sentence28,,include,VB,O
sentence28,,utilities,NNS,O
sentence28,,If,IN,O
sentence28,,it,PRP,O
sentence28,,does,VBZ,O
sentence28,,not,RB,O
sentence28,,utility,NN,O
sentence28,,bills,NNS,O
sentence28,,will,MD,O
sentence28,,be,VB,O
sentence28,,apportioned,VBN,O
sentence28,,as,IN,O
sentence28,,follows,VBZ,O
sentence29,sentence29,Gas,NNP,O
sentence29,,Electricity,NNP,O
sentence29,,Tenant,NNP,O
sentence29,,pays,VBZ,O
sentence29,,t0,JJ,O
sentence29,,o,NN,O
sentence29,,of,IN,O
sentence29,,monthly,JJ,O
sentence29,,bill,NN,O
sentence30,sentence30,D,NNP,O
sentence30,,Water,NNP,O
sentence30,,Garbage,NNP,O
sentence30,,Tenant,NNP,O
sentence30,,pays,VBZ,O
sentence30,,t,VB,O
sentence30,,xc2,NNP,O
sentence30,,xb0,NNP,O
sentence30,,o,NN,O
sentence30,,of,IN,O
sentence30,,monthly,JJ,O
sentence30,,bill,NN,O
sentence31,sentence31,Phone,NNP,O
sentence31,,Tenant,NNP,O
sentence31,,pays,VBZ,O
sentence31,,t0,JJ,O
sentence31,,o,NN,O
sentence31,,of,IN,O
sentence31,,monthly,JJ,O
sentence31,,bill,NN,O
sentence31,,plus,CC,O
sentence31,,personal,JJ,O
sentence31,,long,JJ,O
sentence31,,distance,NN,O
sentence31,,calls,VBZ,O
sentence32,sentence32,D,NNP,O
sentence32,,Other,JJ,O
sentence32,,t,NN,O
sentence32,,tTenant,JJ,O
sentence32,,pays,NNS,O
sentence32,,xe2,VBP,O
sentence32,,x80,JJ,O
sentence32,,x9e,NNP,O
sentence32,,t0,NN,O
sentence32,,o,NN,O
sentence32,,of,IN,O
sentence32,,monthly,JJ,O
sentence32,,bill,NN,O
sentence33,sentence33,Conflict,NNP,O
sentence33,,Resolution,NNP,O
sentence34,sentence34,Each,DT,O
sentence34,,housemate,NN,O
sentence34,,will,MD,O
sentence34,,strive,VB,O
sentence34,,to,TO,O
sentence34,,develop,VB,O
sentence34,,mutual,JJ,O
sentence34,,cooperation,NN,O
sentence34,,with,IN,O
sentence34,,all,DT,O
sentence34,,other,JJ,O
sentence34,,housemates,NNS,O
sentence34,,Should,MD,O
sentence34,,disagreements,VB,O
sentence34,,arise,VB,O
sentence34,,each,DT,O
sentence34,,shall,MD,O
sentence34,,try,VB,O
sentence34,,to,TO,O
sentence34,,resolve,VB,O
sentence34,,the,DT,O
sentence34,,dispute,NN,O
sentence34,,in,IN,O
sentence34,,good,JJ,O
sentence34,,faith,NN,O
sentence34,,using,VBG,O
sentence34,,clear,JJ,O
sentence34,,communication,NN,O
sentence34,,If,IN,O
sentence34,,disputes,NNS,O
sentence34,,continue,VBP,O
sentence34,,thereafter,RB,O
sentence34,,the,DT,O
sentence34,,housemates,NNS,O
sentence34,,agree,VBP,O
sentence34,,to,TO,O
sentence34,,the,DT,O
sentence34,,following,JJ,O
sentence34,,methods,NNS,O
sentence34,,of,IN,O
sentence34,,conflict,NN,O
sentence34,,resolution,NN,O
sentence35,sentence35,D,NNP,O
sentence35,,Decision,NNP,O
sentence35,,by,IN,O
sentence35,,household,NN,O
sentence35,,consensus,NN,O
sentence35,,D,NNP,O
sentence35,,Mediation,NNP,O
sentence35,,by,IN,O
sentence35,,impartial,JJ,O
sentence35,,third,JJ,O
sentence35,,party,NN,O
sentence35,,xe2,NNP,O
sentence35,,x96,NNP,O
sentence35,,xa1,NNP,O
sentence35,,Decision,NNP,O
sentence35,,by,IN,O
sentence35,,household,NN,O
sentence35,,majority,NN,O
sentence35,,vote,NN,O
sentence36,sentence36,Privacy,NNP,O
sentence37,sentence37,As,IN,O
sentence37,,required,VBN,O
sentence37,,by,IN,O
sentence37,,law,NN,O
sentence37,,die,NN,O
sentence37,,landlord,NN,O
sentence37,,may,MD,O
sentence37,,enter,VB,O
sentence37,,the,DT,O
sentence37,,tenant,NN,O
sentence37,,s,NN,O
sentence37,,room,NN,O
sentence37,,only,RB,O
sentence37,,for,IN,O
sentence37,,the,DT,O
sentence37,,following,JJ,O
sentence37,,reasons,NNS,O
sentence37,,a,DT,O
sentence37,,in,IN,O
sentence37,,case,NN,O
sentence37,,of,IN,O
sentence37,,emergency,NN,O
sentence37,,b,NN,O
sentence37,,to,TO,O
sentence37,,make,VB,O
sentence37,,necessary,JJ,O
sentence37,,or,CC,O
sentence37,,agreed,VBN,O
sentence37,,upon,IN,O
sentence37,,repairs,NNS,O
sentence37,,decorations,NNS,O
sentence37,,or,CC,O
sentence37,,improvements,NNS,O
sentence37,,supply,VBP,O
sentence37,,necessary,JJ,O
sentence37,,or,CC,O
sentence37,,agreed,VBN,O
sentence37,,upon,IN,O
sentence37,,services,NNS,O
sentence37,,or,CC,O
sentence37,,exhibit,VB,O
sentence37,,the,DT,O
sentence37,,dwelling,VBG,O
sentence37,,unit,NN,O
sentence37,,to,TO,O
sentence37,,prospective,JJ,O
sentence37,,or,CC,O
sentence37,,actual,JJ,O
sentence37,,purchasers,NNS,O
sentence37,,mortgagees,NNS,O
sentence37,,tenants,NNS,O
sentence37,,workers,NNS,O
sentence37,,or,CC,O
sentence37,,contractors,NNS,O
sentence37,,c,VBP,O
sentence37,,when,WRB,O
sentence37,,the,DT,O
sentence37,,tenant,NN,O
sentence37,,has,VBZ,O
sentence37,,abandoned,VBN,O
sentence37,,or,CC,O
sentence37,,surrendered,VBN,O
sentence37,,the,DT,O
sentence37,,premises,NNS,O
sentence37,,or,CC,O
sentence37,,d,NN,O
sentence37,,pursuant,NN,O
sentence37,,to,TO,O
sentence37,,court,NN,O
sentence37,,order,NN,O
sentence37,,The,DT,O
sentence37,,landlord,NN,O
sentence37,,must,MD,O
sentence37,,give,VB,O
sentence37,,the,DT,O
sentence37,,tenant,NN,O
sentence37,,b,NN,O
sentence37,,gfs,NN,O
sentence37,,notice,NN,O
sentence37,,of,IN,O
sentence37,,intent,NN,O
sentence37,,to,TO,O
sentence37,,enter,VB,O
sentence37,,and,CC,O
sentence37,,may,MD,O
sentence37,,enter,VB,O
sentence37,,only,RB,O
sentence37,,during,IN,O
sentence37,,normal,JJ,O
sentence37,,business,NN,O
sentence37,,hours,NNS,O
sentence37,,excepting,VBG,O
sentence37,,by,IN,O
sentence37,,necessity,NN,O
sentence37,,cases,NNS,O
sentence37,,a,DT,O
sentence37,,and,CC,O
sentence37,,c,JJ,O
sentence37,,above,IN,O
sentence38,sentence38,Deposits,NNP,O
sentence39,sentence39,Last,JJ,O
sentence39,,mop,NN,O
sentence39,,s,VBD,O
sentence39,,rent,JJ,O
sentence39,,Security,NNP,O
sentence39,,deposit,NN,O
sentence40,sentence40,This,DT,O
sentence40,,xe2,VBZ,O
sentence40,,x80,VBZ,O
sentence40,,x9cother,JJR,O
sentence40,,xe2,JJ,O
sentence40,,x80,NNP,O
sentence40,,x9d,NNP,O
sentence40,,deposit,NN,O
sentence40,,is,VBZ,O
sentence40,,refundablmvithin,JJ,O
sentence40,,tdays,NNS,O
sentence40,,after,IN,O
sentence40,,tenant,NN,O
sentence41,sentence41,vacates,VBZ,O
sentence41,,the,DT,O
sentence41,,premises,NNS,O
sentence41,,If,IN,O
sentence41,,any,DT,O
sentence41,,pomonyof,NN,O
sentence41,,it,PRP,O
sentence41,,is,VBZ,O
sentence41,,deducted,VBN,O
sentence41,,an,DT,O
sentence41,,accounting,NN,O
sentence41,,and,CC,O
sentence41,,verification,NN,O
sentence41,,of,IN,O
sentence41,,the,DT,O
sentence41,,reasonableness,NN,O
sentence41,,of,IN,O
sentence41,,the,DT,O
sentence41,,deduction,NN,O
sentence41,,will,MD,O
sentence41,,be,VB,O
sentence41,,provided,VBN,O
sentence42,sentence42,The,DT,O
sentence42,,security,NN,O
sentence42,,deposit,NN,O
sentence42,,may,MD,O
sentence42,,be,VB,O
sentence42,,used,VBN,O
sentence42,,for,IN,O
sentence42,,the,DT,O
sentence42,,purpose,NN,O
sentence42,,of,IN,O
sentence42,,repairing,VBG,O
sentence42,,damage,NN,O
sentence42,,for,IN,O
sentence42,,which,WDT,O
sentence42,,the,DT,O
sentence42,,tenant,NN,O
sentence42,,is,VBZ,O
sentence42,,responsible,JJ,O
sentence42,,beyond,IN,O
sentence42,,normal,JJ,O
sentence42,,wear,JJ,O
sentence42,,and,CC,O
sentence42,,tear,JJ,O
sentence42,,cleaning,NN,O
sentence42,,or,CC,O
sentence42,,paying,VBG,O
sentence42,,unpaid,JJ,O
sentence42,,rent,NN,O
sentence42,,or,CC,O
sentence42,,utilities,VBZ,O
sentence42,,The,DT,O
sentence42,,landlord,NN,O
sentence42,,and,CC,O
sentence42,,the,DT,O
sentence42,,tenant,NN,O
sentence42,,shall,MD,O
sentence42,,conduct,VB,O
sentence42,,a,DT,O
sentence42,,pre,NN,O
sentence42,,move,NN,O
sentence42,,out,IN,O
sentence42,,inspection,NN,O
sentence42,,of,IN,O
sentence42,,the,DT,O
sentence42,,rental,NN,O
sentence42,,BEFORE,IN,O
sentence42,,the,DT,O
sentence42,,tenant,NN,O
sentence42,,moves,VBZ,O
sentence42,,out,RP,O
sentence42,,at,IN,O
sentence42,,which,WDT,O
sentence42,,time,NN,O
